Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:00:26.525,2.667,0.000,0.001,-0.002,,
2019-03-29 11:00:26.540,2.682,0.000,0.001,-0.002,,
2019-03-29 11:00:26.555,2.697,0.000,0.001,-0.002,,
2019-03-29 11:00:26.569,2.711,0.000,0.001,-0.002,,
2019-03-29 11:00:26.584,2.726,0.000,0.001,-0.002,,
2019-03-29 11:00:26.599,2.741,0.000,0.001,-0.002,,
2019-03-29 11:00:26.614,2.756,0.000,0.001,-0.002,,
2019-03-29 11:00:26.628,2.770,0.000,0.001,-0.002,,
2019-03-29 11:00:26.643,2.785,0.000,0.001,-0.002,,
2019-03-29 11:00:26.658,2.800,0.000,0.001,-0.002,,
2019-03-29 11:00:26.673,2.815,0.000,0.001,-0.002,,
2019-03-29 11:00:26.688,2.830,0.000,0.001,-0.002,,
2019-03-29 11:00:26.702,2.844,0.000,0.001,-0.002,,
2019-03-29 11:00:26.717,2.859,0.000,0.001,-0.002,,
2019-03-29 11:00:26.732,2.874,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.747,2.889,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.761,2.903,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.776,2.918,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.791,2.933,0.000,0.001,-0.002,,
2019-03-29 11:00:26.806,2.948,0.000,0.001,-0.002,,
2019-03-29 11:00:26.820,2.962,0.000,0.001,-0.002,,
2019-03-29 11:00:26.835,2.977,0.000,0.001,-0.002,,
2019-03-29 11:00:26.850,2.992,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.865,3.007,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.880,3.022,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.894,3.036,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.909,3.051,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.924,3.066,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.939,3.081,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.953,3.095,-0.001,0.001,-0.002,,
2019-03-29 11:00:26.968,3.110,0.000,0.001,-0.002,,
2019-03-29 11:00:26.983,3.125,0.000,0.001,-0.002,,
2019-03-29 11:00:26.998,3.140,0.000,0.001,-0.002,,
2019-03-29 11:00:27.012,3.154,0.000,0.001,-0.002,,
2019-03-29 11:00:27.027,3.169,0.000,0.001,-0.002,,
2019-03-29 11:00:27.042,3.184,0.000,0.001,-0.002,,
2019-03-29 11:00:27.057,3.199,0.000,0.001,-0.002,,
2019-03-29 11:00:27.071,3.213,0.000,0.001,-0.002,,
2019-03-29 11:00:27.086,3.228,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.101,3.243,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.116,3.258,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.131,3.273,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.145,3.287,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.160,3.302,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.175,3.317,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.190,3.332,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.204,3.346,0.000,0.001,-0.002,,
2019-03-29 11:00:27.219,3.361,0.000,0.001,-0.002,,
2019-03-29 11:00:27.234,3.376,0.000,0.001,-0.002,,
2019-03-29 11:00:27.249,3.391,0.000,0.001,-0.002,,
2019-03-29 11:00:27.263,3.405,0.000,0.001,-0.002,,
2019-03-29 11:00:27.278,3.420,0.000,0.001,-0.002,,
2019-03-29 11:00:27.293,3.435,0.000,0.001,-0.002,,
2019-03-29 11:00:27.308,3.450,0.000,0.001,-0.002,,
2019-03-29 11:00:27.323,3.465,0.000,0.001,-0.002,,
2019-03-29 11:00:27.337,3.479,0.000,0.001,-0.002,,
2019-03-29 11:00:27.352,3.494,0.000,0.001,-0.002,,
2019-03-29 11:00:27.367,3.509,0.000,0.001,-0.002,,
2019-03-29 11:00:27.382,3.524,0.000,0.001,-0.002,,
2019-03-29 11:00:27.396,3.538,0.000,0.001,-0.002,,
2019-03-29 11:00:27.411,3.553,0.000,0.001,-0.002,,
2019-03-29 11:00:27.425,3.567,0.000,0.001,-0.002,,
2019-03-29 11:00:27.441,3.583,0.000,0.001,-0.002,,
2019-03-29 11:00:27.455,3.597,0.000,0.001,-0.002,,
2019-03-29 11:00:27.470,3.612,0.000,0.001,-0.002,,
2019-03-29 11:00:27.485,3.627,0.000,0.001,-0.002,,
2019-03-29 11:00:27.500,3.642,0.000,0.001,-0.002,,
2019-03-29 11:00:27.514,3.656,0.000,0.001,-0.002,,
2019-03-29 11:00:27.529,3.671,0.000,0.001,-0.002,,
2019-03-29 11:00:27.544,3.686,0.000,0.001,-0.002,,
2019-03-29 11:00:27.559,3.701,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.572,3.714,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.588,3.730,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.603,3.745,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.618,3.760,0.000,0.001,-0.002,,
2019-03-29 11:00:27.647,3.789,0.000,0.001,-0.002,,
2019-03-29 11:00:27.661,3.803,0.000,0.001,-0.002,,
2019-03-29 11:00:27.676,3.818,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.692,3.834,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.705,3.847,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.720,3.862,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.735,3.877,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.750,3.892,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.764,3.906,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.779,3.921,-0.001,0.001,-0.002,,
2019-03-29 11:00:27.794,3.936,0.000,0.001,-0.002,,
2019-03-29 11:00:27.809,3.951,0.000,0.001,-0.002,,
2019-03-29 11:00:27.824,3.966,0.000,0.001,-0.002,,
2019-03-29 11:00:27.838,3.980,0.000,0.001,-0.002,,
2019-03-29 11:00:27.853,3.995,0.000,0.001,-0.002,,
2019-03-29 11:00:27.883,4.025,0.000,0.001,-0.002,,
2019-03-29 11:00:27.898,4.040,0.000,0.001,-0.002,,
2019-03-29 11:00:27.912,4.054,0.000,0.001,-0.002,,
2019-03-29 11:00:27.927,4.069,0.000,0.001,-0.002,,
2019-03-29 11:00:27.942,4.084,0.000,0.001,-0.002,,
2019-03-29 11:00:27.956,4.098,0.000,0.001,-0.002,,
2019-03-29 11:00:27.971,4.113,0.000,0.001,-0.002,,
2019-03-29 11:00:27.986,4.128,0.000,0.001,-0.002,,
2019-03-29 11:00:28.001,4.143,0.000,0.001,-0.002,,
2019-03-29 11:00:28.015,4.157,0.000,0.001,-0.002,,
2019-03-29 11:00:28.030,4.172,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.045,4.187,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.060,4.202,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.075,4.217,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.089,4.231,0.000,0.001,-0.002,,
2019-03-29 11:00:28.104,4.246,0.000,0.001,-0.002,,
2019-03-29 11:00:28.119,4.261,0.000,0.001,-0.002,,
2019-03-29 11:00:28.134,4.276,0.000,0.001,-0.002,,
2019-03-29 11:00:28.148,4.290,0.000,0.001,-0.002,,
2019-03-29 11:00:28.163,4.305,0.000,0.001,-0.002,,
2019-03-29 11:00:28.178,4.320,0.000,0.001,-0.002,,
2019-03-29 11:00:28.192,4.334,0.000,0.001,-0.002,,
2019-03-29 11:00:28.207,4.349,0.000,0.001,-0.002,,
2019-03-29 11:00:28.222,4.364,0.000,0.001,-0.002,,
2019-03-29 11:00:28.237,4.379,0.000,0.001,-0.002,,
2019-03-29 11:00:28.252,4.394,0.000,0.001,-0.002,,
2019-03-29 11:00:28.266,4.408,0.000,0.001,-0.002,,
2019-03-29 11:00:28.281,4.423,0.000,0.001,-0.002,,
2019-03-29 11:00:28.296,4.438,0.000,0.001,-0.002,,
2019-03-29 11:00:28.311,4.453,0.000,0.001,-0.002,,
2019-03-29 11:00:28.325,4.467,0.000,0.001,-0.002,,
2019-03-29 11:00:28.340,4.482,0.000,0.001,-0.002,,
2019-03-29 11:00:28.355,4.497,0.000,0.001,-0.002,,
2019-03-29 11:00:28.384,4.526,0.000,0.001,-0.002,,
2019-03-29 11:00:28.399,4.541,0.000,0.001,-0.002,,
2019-03-29 11:00:28.414,4.556,0.000,0.001,-0.002,,
2019-03-29 11:00:28.429,4.571,0.000,0.001,-0.002,,
2019-03-29 11:00:28.444,4.586,0.000,0.001,-0.002,,
2019-03-29 11:00:28.458,4.600,0.000,0.001,-0.002,,
2019-03-29 11:00:28.473,4.615,0.000,0.001,-0.002,,
2019-03-29 11:00:28.488,4.630,0.000,0.001,-0.002,,
2019-03-29 11:00:28.503,4.645,0.000,0.001,-0.002,,
2019-03-29 11:00:28.517,4.659,0.000,0.001,-0.002,,
2019-03-29 11:00:28.532,4.674,0.000,0.001,-0.002,,
2019-03-29 11:00:28.547,4.689,0.000,0.001,-0.002,,
2019-03-29 11:00:28.562,4.704,0.000,0.001,-0.002,,
2019-03-29 11:00:28.576,4.718,0.000,0.001,-0.002,,
2019-03-29 11:00:28.591,4.733,0.000,0.001,-0.002,,
2019-03-29 11:00:28.606,4.748,0.000,0.001,-0.002,,
2019-03-29 11:00:28.621,4.763,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.635,4.777,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.650,4.792,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.665,4.807,-0.001,0.001,-0.002,,
2019-03-29 11:00:28.680,4.822,0.000,0.001,-0.002,,
2019-03-29 11:00:28.695,4.837,0.000,0.001,-0.002,,
2019-03-29 11:00:28.709,4.851,0.000,0.001,-0.002,,
2019-03-29 11:00:28.724,4.866,0.000,0.001,-0.002,,
2019-03-29 11:00:28.739,4.881,-0.004,0.001,-0.004,,
2019-03-29 11:00:28.753,4.895,-0.004,0.001,-0.004,,
2019-03-29 11:00:28.767,4.909,-0.004,0.001,-0.004,,
2019-03-29 11:00:28.783,4.925,-0.004,0.001,-0.004,,
2019-03-29 11:00:28.798,4.940,0.000,0.001,-0.004,,
2019-03-29 11:00:28.812,4.954,0.000,0.001,-0.004,,
2019-03-29 11:00:28.827,4.969,0.000,0.001,-0.004,,
2019-03-29 11:00:28.842,4.984,0.000,0.001,-0.004,,
2019-03-29 11:00:28.857,4.999,0.000,0.001,-0.004,,
2019-03-29 11:00:28.872,5.014,0.000,0.001,-0.004,,
2019-03-29 11:00:28.900,5.042,0.000,0.001,-0.004,,
2019-03-29 11:00:28.915,5.057,0.000,0.001,-0.004,,
2019-03-29 11:00:28.930,5.072,0.000,0.001,-0.004,,
2019-03-29 11:00:28.945,5.087,0.000,0.001,-0.004,,
2019-03-29 11:00:28.959,5.101,0.000,0.001,-0.004,,
2019-03-29 11:00:28.974,5.116,0.000,0.001,-0.004,,
2019-03-29 11:00:28.989,5.131,0.000,0.001,-0.004,,
2019-03-29 11:00:29.004,5.146,0.000,0.001,-0.004,,
2019-03-29 11:00:29.018,5.160,0.000,0.001,-0.004,,
2019-03-29 11:00:29.033,5.175,0.000,0.001,-0.004,,
2019-03-29 11:00:29.048,5.190,0.000,0.001,-0.004,,
2019-03-29 11:00:29.063,5.205,0.000,0.001,-0.004,,
2019-03-29 11:00:29.077,5.219,0.000,0.001,-0.004,,
2019-03-29 11:00:29.092,5.234,0.000,0.001,-0.004,,
2019-03-29 11:00:29.107,5.249,0.000,0.001,-0.004,,
2019-03-29 11:00:29.136,5.278,0.000,0.001,-0.004,,
2019-03-29 11:00:29.151,5.293,0.000,0.001,-0.004,,
2019-03-29 11:00:29.166,5.308,0.000,0.001,-0.004,,
2019-03-29 11:00:29.181,5.323,0.000,0.001,-0.004,,
2019-03-29 11:00:29.196,5.338,0.000,0.001,-0.004,,
2019-03-29 11:00:29.210,5.352,0.000,0.001,-0.004,,
2019-03-29 11:00:29.225,5.367,0.000,0.001,-0.004,,
2019-03-29 11:00:29.240,5.382,0.000,0.001,-0.004,,
2019-03-29 11:00:29.254,5.396,0.000,0.001,-0.004,,
2019-03-29 11:00:29.269,5.411,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.284,5.426,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.299,5.441,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.314,5.456,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.328,5.470,0.001,0.001,-0.004,,
2019-03-29 11:00:29.343,5.485,0.001,0.001,-0.004,,
2019-03-29 11:00:29.358,5.500,0.001,0.001,-0.004,,
2019-03-29 11:00:29.373,5.515,0.001,0.001,-0.004,,
2019-03-29 11:00:29.387,5.529,0.000,0.001,-0.004,,
2019-03-29 11:00:29.402,5.544,0.000,0.001,-0.004,,
2019-03-29 11:00:29.417,5.559,0.000,0.001,-0.004,,
2019-03-29 11:00:29.432,5.574,0.000,0.001,-0.004,,
2019-03-29 11:00:29.446,5.588,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.461,5.603,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.476,5.618,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.491,5.633,-0.001,0.001,-0.004,,
2019-03-29 11:00:29.506,5.648,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.520,5.662,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.535,5.677,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.550,5.692,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.565,5.707,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.579,5.721,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.594,5.736,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.609,5.751,-0.002,0.001,-0.004,,
2019-03-29 11:00:29.638,5.780,0.001,0.001,-0.004,,
2019-03-29 11:00:29.653,5.795,0.001,0.001,-0.004,,
2019-03-29 11:00:29.668,5.810,0.001,0.001,-0.004,,
2019-03-29 11:00:29.683,5.825,0.000,0.001,-0.004,,
2019-03-29 11:00:29.698,5.840,0.000,0.001,-0.004,,
2019-03-29 11:00:29.712,5.854,0.000,0.001,-0.004,,
2019-03-29 11:00:29.727,5.869,0.000,0.001,-0.004,,
2019-03-29 11:00:29.742,5.884,0.000,0.001,-0.004,,
2019-03-29 11:00:29.757,5.899,0.000,0.001,-0.004,,
2019-03-29 11:00:29.771,5.913,0.000,0.001,-0.004,,
2019-03-29 11:00:29.786,5.928,0.000,0.001,-0.004,,
2019-03-29 11:00:29.801,5.943,0.000,0.001,-0.004,,
2019-03-29 11:00:29.816,5.958,0.000,0.001,-0.004,,
2019-03-29 11:00:29.830,5.972,0.000,0.001,-0.004,,
2019-03-29 11:00:29.845,5.987,0.000,0.001,-0.004,,
2019-03-29 11:00:29.860,6.002,0.001,0.001,-0.004,,
